N° ocorrência;Data;Matrícula;Classificação;Tipo;Localidade;UF;Aeródromo;Operação;Status
82832;27/11/2023;PRVBF;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82764;27/11/2023;PTMXM;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82756;27/11/2023;PRTQC;INCIDENTE;COLISÃO COM AVE;LONDRINA;PR;SBLO;REGULAR;FINALIZADA
82696;27/11/2023;PRMHJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
82690;27/11/2023;PRGXF;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82688;27/11/2023;PRYSH;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82687;27/11/2023;PRXMR;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82684;27/11/2023;PRGXB;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82534;27/11/2023;PTXPD;INCIDENTE;COLISÃO COM AVE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
82527;27/11/2023;PSAVX;INCIDENTE;COLISÃO NO SOLO;INOCÊNCIA;MS;**NI;PRIVADA;FINALIZADA
82510;27/11/2023;PTWNS;INCIDENTE;COLISÃO COM AVE;LUÍS EDUARDO MAGALHÃES;BA;SNJL;TÁXI AÉREO;FINALIZADA
82995;26/11/2023;PRYRS;INCIDENTE;COLISÃO COM AVE;CAXIAS DO SUL;RS;SBCX;REGULAR;FINALIZADA
82994;26/11/2023;PRYRW;INCIDENTE;COLISÃO COM AVE;IMPERATRIZ;MA;SBIZ;REGULAR;FINALIZADA
82927;26/11/2023;PRYSB;INCIDENTE;COLISÃO COM AVE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
82916;26/11/2023;PRGZW;INCIDENTE;OPERAÇÕES NO SOLO;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82831;26/11/2023;PRXMT;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
82772;26/11/2023;PTXPN;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82758;26/11/2023;PRGTC;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82685;26/11/2023;PRXBI;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82681;26/11/2023;PRYRH;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82680;26/11/2023;PRMYZ;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82679;26/11/2023;PRTQC;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82526;26/11/2023;PTGMA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;TÁXI AÉREO;FINALIZADA
82508;26/11/2023;PTOOB;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;VERA CRUZ;BA;SNVR;PRIVADA;ATIVA
82502;26/11/2023;PTXPO;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
82997;25/11/2023;PRYRV;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82996;25/11/2023;PRYYL;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
82965;25/11/2023;PRYRT;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82915;25/11/2023;PTMUF;INCIDENTE;CONTATO ANORMAL COM A PISTA;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82770;25/11/2023;PRYRQ;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82689;25/11/2023;PRMYY;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82678;25/11/2023;PRXBN;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82677;25/11/2023;PRMYR;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
82993;24/11/2023;PRAYF;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
82991;24/11/2023;PRAQR;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82990;24/11/2023;PRYRO;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
82883;24/11/2023;PRANV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82830;24/11/2023;PRGXV;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82829;24/11/2023;PRXMC;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82828;24/11/2023;PSGPH;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82821;24/11/2023;PRAXD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CURITIBA;PR;SBCT;REGULAR;FINALIZADA
82806;24/11/2023;PRAKB;INCIDENTE;COLISÃO COM FAUNA;CAMPINA GRANDE;PB;SBKG;REGULAR;FINALIZADA
82755;24/11/2023;PRMYY;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82751;24/11/2023;PRTYS;INCIDENTE;COLISÃO COM AVE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
82704;24/11/2023;PRAKA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82695;24/11/2023;PRMBN;INCIDENTE;COLISÃO COM AVE;NAVEGANTES;SC;SBNF;REGULAR;FINALIZADA
82686;24/11/2023;PRMYC;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82675;24/11/2023;PRAUF;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
82537;24/11/2023;PPJAH;INCIDENTE;OUTROS;VILHENA;RO;***;PRIVADA;FINALIZADA
82986;23/11/2023;PRYXT;INCIDENTE;COLISÃO COM AVE;MONTES CLAROS;MG;SBMK;REGULAR;FINALIZADA
82974;23/11/2023;PRYYK;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82971;23/11/2023;PRTKI;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82970;23/11/2023;PRYRQ;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82892;23/11/2023;PRAXE;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82825;23/11/2023;PSGPF;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82752;23/11/2023;PRXBB;INCIDENTE;COLISÃO COM AVE;ARACAJU;SE;SBAR;REGULAR;FINALIZADA
82501;23/11/2023;PTWPY;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAMPO NOVO DO PARECIS;MT;SDNY;AGRÍCOLA;ATIVA
82891;22/11/2023;PRAKJ;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82676;22/11/2023;PRXBE;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82525;22/11/2023;PSLCA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;PRIVADA;FINALIZADA
82519;22/11/2023;PRAKO;INCIDENTE;CONTATO ANORMAL COM A PISTA;RECIFE;PE;SBRF;REGULAR;ATIVA
82513;22/11/2023;PTVMS;ACIDENTE;AERÓDROMO, EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MARECHAL THAUMATURGO;AC;SDP8;TÁXI AÉREO;ATIVA
82494;22/11/2023;PPESN;INCIDENTE;VOO CONTROLADO CONTRA O TERRENO;VITÓRIA;ES;SIHC;POLICIAL;FINALIZADA
82890;21/11/2023;PRAKJ;INCIDENTE;COLISÃO COM AVE;GOIANÁ;MG;SBZM;REGULAR;FINALIZADA
82889;21/11/2023;PRATW;INCIDENTE;COLISÃO COM AVE;ARAÇATUBA;SP;SBAU;REGULAR;FINALIZADA
82826;21/11/2023;PRXMI;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82754;21/11/2023;PTMXB;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82672;21/11/2023;PRYYK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82668;21/11/2023;PRMYP;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82509;21/11/2023;PRVJO;ACIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SANTO ANTÔNIO DO LEVERGER;MT;SWLV;NÃO REGULAR;ATIVA
82507;21/11/2023;PTVYO;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;ALEGRETE;RS;***;AGRÍCOLA;ATIVA
82888;20/11/2023;PRYRZ;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82887;20/11/2023;PSAEE;INCIDENTE;COLISÃO COM AVE;CAMPO GRANDE;MS;SBCG;REGULAR;FINALIZADA
82882;20/11/2023;PTXPQ;INCIDENTE;OPERAÇÕES NO SOLO;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82859;20/11/2023;PRAXY;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82824;20/11/2023;PRXMH;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82667;20/11/2023;LVIVO;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82506;20/11/2023;PTXPJ;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82493;20/11/2023;PTRLL;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELO HORIZONTE;MG;SBBH;PRIVADA;FINALIZADA
82484;20/11/2023;PTJBL;INCIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BREVES;PA;SNVS;REGULAR;FINALIZADA
82921;19/11/2023;PRAYJ;INCIDENTE;OPERAÇÕES NO SOLO;BELÉM;PA;SBBE;REGULAR;FINALIZADA
82860;19/11/2023;PRYSA;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82822;19/11/2023;PRGTE;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82808;19/11/2023;PRYRV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82801;19/11/2023;PRAKN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;**NI;REGULAR;FINALIZADA
82753;19/11/2023;PRXBE;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
82701;19/11/2023;PRYYK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82697;19/11/2023;PRYYH;INCIDENTE;COLISÃO COM FAUNA;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82632;19/11/2023;PSAEH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82491;19/11/2023;PTMMV;INCIDENTE;CORTANTE DE VENTO / TEMPESTADE;RIO DE JANEIRO;RJ;***;ESPECIALIZADA;FINALIZADA
82879;18/11/2023;PRAUH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82741;18/11/2023;PRGTH;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82674;18/11/2023;PTMUI;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82499;18/11/2023;PRMBA;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82488;18/11/2023;PTWIC;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE, PERDA DE CONTROLE NO SOLO;CURITIBA;PR;SBBI;PRIVADA;FINALIZADA
82458;18/11/2023;PTGGU;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;CAMPO ALEGRE;AL;***;AGRÍCOLA;ATIVA
82740;17/11/2023;PRXMI;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82705;17/11/2023;PRMHJ;INCIDENTE;COLISÃO COM FAUNA;CASCAVEL;PR;SBCA;REGULAR;FINALIZADA
82663;17/11/2023;PRMHZ;INCIDENTE;COLISÃO COM AVE;JAGUARUNA;SC;SBJA;REGULAR;FINALIZADA
82487;17/11/2023;PRWVT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
82783;16/11/2023;PRXMD;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82781;16/11/2023;PRAKD;INCIDENTE;COLISÃO COM AVE;PELOTAS;RS;SBPK;REGULAR;FINALIZADA
82777;16/11/2023;PRAKA;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82662;16/11/2023;PRYRB;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
82661;16/11/2023;PRYYL;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
82862;15/11/2023;PTMXJ;INCIDENTE;OPERAÇÕES NO SOLO;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82810;15/11/2023;PRAKD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82664;15/11/2023;PRGXJ;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82492;15/11/2023;PTJSE;ACIDENTE;OUTROS;CORUMBÁ;MS;***;PRIVADA;ATIVA
82459;15/11/2023;PRXBB;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
82456;15/11/2023;PPWIN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;TÁXI AÉREO;FINALIZADA
82454;15/11/2023;PRPIL;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBSP;TÁXI AÉREO;FINALIZADA
82784;14/11/2023;PSGPK;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82486;14/11/2023;PRGXT;INCIDENTE;AERÓDROMO;NAVEGANTES;SC;SBNF;REGULAR;FINALIZADA
82474;14/11/2023;PTTMD;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82457;14/11/2023;PSGSB;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;PRIVADA;ATIVA
82453;14/11/2023;PRMIM;INCIDENTE;COLISÃO COM AVE;BELO HORIZONTE;MG;***;PRIVADA;FINALIZADA
82863;13/11/2023;PRMHF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
82776;13/11/2023;PRAKM;INCIDENTE;COLISÃO COM AVE;MARINGÁ;PR;SBMG;REGULAR;FINALIZADA
82738;13/11/2023;PRGUB;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82473;13/11/2023;PRMYC;INCIDENTE;COLISÃO COM AVE;MARINGÁ;PR;SBMG;REGULAR;FINALIZADA
82472;13/11/2023;PTXPL;INCIDENTE;COLISÃO COM AVE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
82461;13/11/2023;PRAOY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82450;13/11/2023;PTUYM;ACIDENTE;PERDA DE CONTROLE EM VOO;RIBAS DO RIO PARDO;MS;***;AGRÍCOLA;ATIVA
82409;13/11/2023;PRYSK;INCIDENTE;COLISÃO COM AVE;NAVEGANTES;SC;SBNF;REGULAR;FINALIZADA
82917;12/11/2023;PSAEG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CONFINS;MG;SBCF;REGULAR;FINALIZADA
82782;12/11/2023;PRYYL;INCIDENTE;COLISÃO COM AVE;TERESINA;PI;SBTE;REGULAR;FINALIZADA
82747;12/11/2023;PSGPA;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
82737;12/11/2023;PRGGR;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82485;12/11/2023;PTMXQ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82412;12/11/2023;PRXBJ;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82411;12/11/2023;PRTYP;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82410;12/11/2023;PRYFF;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82763;11/11/2023;PRAUJ;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82500;11/11/2023;PRVDB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CANTÁ;RR;SWPD;TÁXI AÉREO;FINALIZADA
82470;11/11/2023;PTREM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;SIQE;TÁXI AÉREO;FINALIZADA
82413;11/11/2023;PRMHQ;INCIDENTE;COLISÃO COM AVE;VITÓRIA;ES;SBVT;REGULAR;FINALIZADA
82362;11/11/2023;PPEJJ;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CAXAMBU;MG;***;POLICIAL;FINALIZADA
82762;10/11/2023;PRATV;INCIDENTE;COLISÃO COM AVE;JOINVILLE;SC;SBJV;REGULAR;FINALIZADA
82455;10/11/2023;PTUVA;ACIDENTE;OPERAÇÕES NO SOLO;MAÇAMBARÁ;RS;***;AGRÍCOLA;ATIVA
82851;09/11/2023;PRXBA;INCIDENTE;COLISÃO COM AVE;JAGUARUNA;SC;SBJA;REGULAR;FINALIZADA
82746;09/11/2023;PRGXL;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBGR;REGULAR;FINALIZADA
82743;09/11/2023;PRYYB;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82742;09/11/2023;PRGZI;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
82388;09/11/2023;PRXMX;INCIDENTE;COLISÃO COM AVE;NAVEGANTES;SC;SBNF;REGULAR;FINALIZADA
82387;09/11/2023;PTXPE;INCIDENTE;COLISÃO COM AVE;JOÃO PESSOA;PB;SBJP;REGULAR;FINALIZADA
82385;09/11/2023;CP1871;ACIDENTE;***, INDETERMINADO;RESERVA DO CABAÇAL;MT;***;***;FINALIZADA
82865;08/11/2023;PRAKD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82864;08/11/2023;PRAQM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BAURU;SP;SBAE;REGULAR;FINALIZADA
82736;08/11/2023;PRGXL;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82735;08/11/2023;PRAXC;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82734;08/11/2023;PSGPH;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82567;08/11/2023;PRAQQ;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;REGULAR;FINALIZADA
82498;08/11/2023;PRAXI;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82414;08/11/2023;PRYJE;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82391;08/11/2023;PRAQT;INCIDENTE;COLISÃO COM AVE;BAYEUX;PB;SBJP;REGULAR;FINALIZADA
82383;08/11/2023;PRBOA;INCIDENTE;INDETERMINADO;UBERLÂNDIA;MG;***;POLICIAL;FINALIZADA
82381;08/11/2023;PTXPF;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82361;08/11/2023;PSEHM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;PRIVADA;FINALIZADA
82359;08/11/2023;PPDLA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;SSKG;POLICIAL;FINALIZADA
82733;07/11/2023;PRGEH;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82731;07/11/2023;PRYRU;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
82452;07/11/2023;PRBEE;INCIDENTE;COLISÃO COM AVE;SOROCABA;SP;SDCO;TÁXI AÉREO;FINALIZADA
82394;07/11/2023;PRMYA;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82393;07/11/2023;PTMUH;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82390;07/11/2023;PRAXC;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82384;07/11/2023;PTKHI;INCIDENTE GRAVE;COMBUSTÍVEL;CAMPO LARGO;PR;***;PRIVADA;FINALIZADA
82379;07/11/2023;PSLBB;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82800;06/11/2023;PTMOD;INCIDENTE;OPERAÇÕES NO SOLO;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82732;06/11/2023;PRGUU;INCIDENTE;COLISÃO COM AVE;MARINGÁ;PR;SBMG;REGULAR;FINALIZADA
82673;06/11/2023;PRYSF;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
82466;06/11/2023;PRZHQ;ACIDENTE;POUSO AQUÉM/ALÉM DA PISTA;BALSA NOVA;PR;SJPR;EXPERIMENTAL;ATIVA
82392;06/11/2023;PTMXJ;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
82380;06/11/2023;PRYSG;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
82671;05/11/2023;PRYSE;INCIDENTE;COLISÃO COM AVE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
82451;05/11/2023;PRMYK;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
82395;05/11/2023;PRMYP;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82326;05/11/2023;PRDLA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;SBBE;TÁXI AÉREO;FINALIZADA
82730;04/11/2023;PRGUA;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82729;04/11/2023;PTTML;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82728;04/11/2023;PRYJF;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82725;04/11/2023;PRMYZ;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
82378;04/11/2023;PRGTV;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82342;04/11/2023;PRMHI;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82324;04/11/2023;PPGRB;INCIDENTE;CONTATO ANORMAL COM A PISTA;CAMPINAS;SP;SDAM;INSTRUÇÃO;FINALIZADA
82811;03/11/2023;PRYSI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82511;03/11/2023;PRAXG;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82396;03/11/2023;PRMYO;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
82360;03/11/2023;PPZBO;INCIDENTE GRAVE;COMBUSTÍVEL;ALTO PARAÍSO DE GOIÁS;GO;***;PRIVADA;FINALIZADA
