N° ocorrência;Data;Matrícula;Classificação;Tipo;Localidade;UF;Aeródromo;Operação;Status
83035;30/12/2023;PRAQP;INCIDENTE;COLISÃO COM AVE;FERNANDO DE NORONHA;PE;SBFN;REGULAR;FINALIZADA
82938;30/12/2023;PROTH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MACAÉ;RJ;***;TÁXI AÉREO;FINALIZADA
83063;29/12/2023;PRGZW;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
83044;29/12/2023;PRYSI;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
83032;29/12/2023;PRYYA;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
82956;29/12/2023;PSGPD;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82954;29/12/2023;PRVBF;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82948;29/12/2023;PTMXF;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82947;29/12/2023;PRYSA;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
83033;28/12/2023;PRYRV;INCIDENTE;COLISÃO COM AVE;PRESIDENTE PRUDENTE;SP;SBDN;REGULAR;FINALIZADA
82967;28/12/2023;PSAEB;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
82955;28/12/2023;PRGEA;INCIDENTE;COLISÃO COM AVE;SANTO ÂNGELO;RS;SBNM;REGULAR;FINALIZADA
82940;28/12/2023;PRATV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MACEIÓ;AL;SBMO;REGULAR;FINALIZADA
83806;27/12/2023;PRXBO;INCIDENTE;COLISÃO COM AVE;UBERLÂNDIA;MG;SBUL;REGULAR;FINALIZADA
83031;27/12/2023;PRYYJ;INCIDENTE;COLISÃO COM AVE;SÃO LUÍS;MA;SBSL;REGULAR;FINALIZADA
82946;27/12/2023;PRXBQ;INCIDENTE;COLISÃO COM AVE;UBERLÂNDIA;MG;SBUL;REGULAR;FINALIZADA
82931;27/12/2023;PRGGL;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;***;REGULAR;FINALIZADA
82930;27/12/2023;FWNUI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FORTALEZA;CE;***;REGULAR;FINALIZADA
82920;27/12/2023;PRGTH;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82919;27/12/2023;PTMXN;INCIDENTE;COLISÃO COM AVE;SÃO LUÍS;MA;SBSL;REGULAR;FINALIZADA
82918;27/12/2023;PSAEB;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82903;27/12/2023;PRGXV;INCIDENTE;COLISÃO COM AVE;ARACAJU;SE;SBAR;REGULAR;FINALIZADA
82901;27/12/2023;PSSFH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SDAM;INSTRUÇÃO;FINALIZADA
83030;26/12/2023;PRYSF;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
83012;26/12/2023;PRAYY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CURITIBA;PR;SBCT;REGULAR;FINALIZADA
82957;26/12/2023;PRTYF;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82943;26/12/2023;PSAMA;INCIDENTE;COLISÃO COM AVE;SÃO ROQUE;SP;SBJH;NÃO REGULAR;FINALIZADA
82929;26/12/2023;PRYSN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;***;REGULAR;FINALIZADA
82902;26/12/2023;PRMHX;INCIDENTE;COLISÃO COM AVE;MACAPÁ;AP;SBMQ;REGULAR;FINALIZADA
82899;26/12/2023;PTDYV;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CARMO DA CACHOEIRA;MG;**NI;INSTRUÇÃO;ATIVA
82898;26/12/2023;PRFTX;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;INSTRUÇÃO;FINALIZADA
83029;25/12/2023;PSAEO;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
83028;25/12/2023;PRYSO;INCIDENTE;COLISÃO COM AVE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
83001;25/12/2023;PRYSH;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82979;24/12/2023;PTRBD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;PRIVADA;FINALIZADA
83026;23/12/2023;PRYXA;INCIDENTE;COLISÃO COM AVE;GOVERNADOR VALADARES;MG;SBGV;REGULAR;FINALIZADA
83011;23/12/2023;PRAQO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82973;23/12/2023;PRYRD;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82966;23/12/2023;PPLUK;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBMT;NÃO REGULAR;FINALIZADA
82959;23/12/2023;PRAQK;INCIDENTE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;SBRP;REGULAR;FINALIZADA
82924;23/12/2023;PRXME;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
82906;23/12/2023;PRAKO;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82900;23/12/2023;PTZVL;ACIDENTE;INDETERMINADO;JABOTICABAL;SP;**NI;EXPERIMENTAL;ATIVA
83027;22/12/2023;PRAKB;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
82908;22/12/2023;PTXPF;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
82907;22/12/2023;PTTML;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
82904;22/12/2023;PTMXB;INCIDENTE;COLISÃO COM AVE;BAYEUX;PB;SBJP;REGULAR;FINALIZADA
82896;22/12/2023;PPIRA;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;BIRITIBA-MIRIM;SP;SDIH;PRIVADA;ATIVA
83025;21/12/2023;PRYYL;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82932;21/12/2023;PTGNI;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;URUGUAIANA;RS;***;AGRÍCOLA;ATIVA
82912;21/12/2023;PRPDZ;INCIDENTE;COLISÃO COM AVE;JOINVILLE;SC;SBJV;REGULAR;FINALIZADA
82911;21/12/2023;PRAXC;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82909;21/12/2023;PTJHN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JUNDIAÍ;SP;SBJD;INSTRUÇÃO;FINALIZADA
82905;21/12/2023;PRMYV;INCIDENTE;COLISÃO COM AVE;JAGUARUNA;SC;SBJA;REGULAR;FINALIZADA
83074;20/12/2023;PSAEN;INCIDENTE;COLISÃO COM AVE;BELO HORIZONTE;MG;SBCF;REGULAR;FINALIZADA
82913;20/12/2023;PPSAX;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;***;PRIVADA;FINALIZADA
82910;20/12/2023;PRGUR;INCIDENTE;COLISÃO COM AVE;ILHÉUS;BA;SBIL;REGULAR;FINALIZADA
83024;19/12/2023;PSAEA;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82952;19/12/2023;PRMYP;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82928;19/12/2023;PTXPF;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;**NI;REGULAR;FINALIZADA
82925;19/12/2023;PRGTH;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82856;19/12/2023;PRAKA;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
83008;18/12/2023;PRAQZ;INCIDENTE;COLISÃO COM AVE;LONDRINA;PR;SBLO;REGULAR;FINALIZADA
82926;18/12/2023;PRGXE;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82894;18/12/2023;N655UA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82857;18/12/2023;PRAUE;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82855;18/12/2023;PRMHK;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
83007;17/12/2023;PRTKM;INCIDENTE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;SBRP;REGULAR;FINALIZADA
82897;17/12/2023;PTWJJ;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;DOM PEDRITO;RS;****;AGRÍCOLA;ATIVA
82885;17/12/2023;PTTMI;INCIDENTE;POUSO AQUÉM/ALÉM DA PISTA;SINOP;MT;SBSI;REGULAR;FINALIZADA
82848;17/12/2023;PRAKA;INCIDENTE;COLISÃO COM AVE;PELOTAS;RS;SBPK;REGULAR;FINALIZADA
82847;17/12/2023;PRMBG;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82840;17/12/2023;PRTYI;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82839;17/12/2023;PSAEO;INCIDENTE;COLISÃO COM AVE;CAMPO GRANDE;MS;SBCG;REGULAR;FINALIZADA
82836;17/12/2023;PRMYJ;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82937;16/12/2023;PRAUE;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82936;16/12/2023;PRAYW;INCIDENTE;COLISÃO COM AVE;GOIÂNIA;GO;SBGO;REGULAR;FINALIZADA
82876;16/12/2023;PRWZZ;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;NOVA BELÉM;MG;***;PRIVADA;FINALIZADA
82834;15/12/2023;PRMYM;INCIDENTE;COLISÃO COM AVE;FLORIANÓPOLIS;SC;SBFL;REGULAR;FINALIZADA
82805;15/12/2023;PRMCL;ACIDENTE;EXCURSÃO DE PISTA;IJUÍ;RS;SSIJ;PRIVADA;ATIVA
82874;14/12/2023;PTUBM;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE, PERDA DE CONTROLE EM VOO;SÃO JOSÉ DOS QUATRO MARCOS;MT;***;AGRÍCOLA;ATIVA
82873;14/12/2023;PTWUX;ACIDENTE;PERDA DE CONTROLE EM VOO;PEDRO OSÓRIO;RS;***;AGRÍCOLA;ATIVA
82853;14/12/2023;PRVBQ;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82827;14/12/2023;PSGPC;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82813;14/12/2023;PPFKY;INCIDENTE;CONTATO ANORMAL COM A PISTA;RESENDE;RJ;SDRS;INSTRUÇÃO;FINALIZADA
84399;13/12/2023;PPXVG;ACIDENTE;PERDA DE CONTROLE EM VOO;BRASNORTE;MT;***;PRIVADA;ATIVA
83085;13/12/2023;PTEEK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO BRANCO;AC;SBRB;NÃO REGULAR;FINALIZADA
83010;13/12/2023;PPFFY;INCIDENTE GRAVE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;BRUSQUE;SC;SWJA;POLICIAL;FINALIZADA
82852;13/12/2023;PRVBG;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82804;13/12/2023;PRBJA;INCIDENTE GRAVE;EXCURSÃO DE PISTA;BAGÉ;RS;SBBG;TÁXI AÉREO;ATIVA
82739;13/12/2023;PRMHX;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82643;13/12/2023;PRFTX;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;NÃO REGULAR;FINALIZADA
82935;12/12/2023;PRTKM;INCIDENTE;COLISÃO COM AVE;PRESIDENTE PRUDENTE;SP;SBDN;REGULAR;FINALIZADA
82934;12/12/2023;PRYXB;INCIDENTE;COLISÃO COM AVE;JOINVILLE;SC;SBJV;REGULAR;FINALIZADA
82850;12/12/2023;PRGEQ;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82849;12/12/2023;PSGPE;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82823;12/12/2023;PRGXU;INCIDENTE;COLISÃO COM AVE;UBERLÂNDIA;MG;SBUL;REGULAR;FINALIZADA
82807;12/12/2023;PPCID;INCIDENTE GRAVE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;PRIVADA;FINALIZADA
82795;12/12/2023;PRMYC;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82744;12/12/2023;PRGGR;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82914;11/12/2023;N331QT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;SBVT;REGULAR;FINALIZADA
82846;11/12/2023;PSGPJ;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82845;11/12/2023;PRGXP;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82835;11/12/2023;PRTQC;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82812;11/12/2023;PTKNU;INCIDENTE;INCURSÃO EM PISTA;CORUMBÁ;MS;SBCR;PRIVADA;FINALIZADA
82794;11/12/2023;PRTYI;INCIDENTE;COLISÃO COM AVE;CASCAVEL;PR;SBCA;REGULAR;FINALIZADA
82749;11/12/2023;PSGPL;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82748;11/12/2023;PSGPM;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82642;11/12/2023;PRAKJ;INCIDENTE;FOGO/FUMAÇA (SEM IMPACTO);CURITIBA;PR;SBCT;REGULAR;FINALIZADA
82793;10/12/2023;PRMHJ;INCIDENTE;COLISÃO COM AVE;MONTES CLAROS;MG;SBMK;REGULAR;FINALIZADA
83051;09/12/2023;PRPDP;INCIDENTE;COLISÃO COM AVE;CARAUARI;AM;SWCA;REGULAR;FINALIZADA
82843;09/12/2023;PRGUL;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
82818;09/12/2023;PRAXJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO JOSÉ DOS PINHAIS;PR;SBCT;REGULAR;FINALIZADA
82624;09/12/2023;PTFOT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;ESPECIALIZADA;FINALIZADA
82802;08/12/2023;PRAKN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82791;08/12/2023;PRMYC;INCIDENTE;COLISÃO COM AVE;CAXIAS DO SUL;RS;SBCX;REGULAR;FINALIZADA
82582;08/12/2023;PTRDA;INCIDENTE;COLISÃO NO SOLO;GOIÂNIA;GO;SBGO;ESPECIALIZADA;FINALIZADA
82570;08/12/2023;PRSTP;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;SBBE;TÁXI AÉREO;FINALIZADA
82559;08/12/2023;PPAAX;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE, PERDA DE CONTROLE NO SOLO;SELVÍRIA;MS;***;AGRÍCOLA;FINALIZADA
82790;07/12/2023;PSAEL;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82789;07/12/2023;PTXPL;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82787;07/12/2023;PRMHI;INCIDENTE;COLISÃO COM AVE;VÁRZEA GRANDE;MT;SBCY;REGULAR;FINALIZADA
82786;07/12/2023;PRTQB;INCIDENTE;COLISÃO COM AVE;CHAPECÓ;SC;SBCH;REGULAR;FINALIZADA
82745;07/12/2023;PRAKI;INCIDENTE;COLISÃO COM AVE;JOINVILLE;SC;SBJV;REGULAR;FINALIZADA
82641;07/12/2023;PRAKN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82600;07/12/2023;PRCIF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR, FOGO/FUMAÇA (SEM IMPACTO);SÃO JOSÉ DOS PINHAIS;PR;SBCT;NÃO REGULAR;FINALIZADA
82844;06/12/2023;PSGPB;INCIDENTE;COLISÃO COM AVE;BAYEUX;PB;SBJP;REGULAR;FINALIZADA
82842;06/12/2023;PRGUL;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBRJ;REGULAR;FINALIZADA
82792;06/12/2023;PRXBA;INCIDENTE;COLISÃO COM AVE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;REGULAR;FINALIZADA
82841;05/12/2023;PRGYD;INCIDENTE;COLISÃO COM AVE;CAXIAS DO SUL;RS;SBCX;REGULAR;FINALIZADA
82778;05/12/2023;PRXMP;INCIDENTE;COLISÃO COM AVE;RIO BRANCO;AC;SBRB;REGULAR;FINALIZADA
82775;05/12/2023;PRXBH;INCIDENTE;COLISÃO COM AVE;MACAPÁ;AP;SBMQ;REGULAR;FINALIZADA
82774;05/12/2023;PRMHX;INCIDENTE;COLISÃO COM AVE;MARINGÁ;PR;SBMG;REGULAR;FINALIZADA
82560;05/12/2023;PPVIU;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;VILA VELHA;ES;SIVU;INSTRUÇÃO;FINALIZADA
82780;04/12/2023;PTTMA;INCIDENTE;COLISÃO COM AVE;PALMAS;TO;SBPJ;REGULAR;FINALIZADA
82773;04/12/2023;PRXMT;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82768;04/12/2023;PPPTN;INCIDENTE;COLISÃO COM AVE;JOINVILLE;SC;SBJV;REGULAR;FINALIZADA
82539;04/12/2023;PTUSP;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SANTANA DO ARAGUAIA;PA;***;AGRÍCOLA;ATIVA
82861;03/12/2023;PRYRW;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82858;03/12/2023;PSAEC;INCIDENTE;COLISÃO COM AVE;CAMPO GRANDE;MS;SBCG;REGULAR;FINALIZADA
82785;03/12/2023;PRGUF;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82771;03/12/2023;PRYRL;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
82631;03/12/2023;PRAKN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;***;REGULAR;FINALIZADA
82964;02/12/2023;PHBHM;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82877;02/12/2023;PRAKL;INCIDENTE;FOGO/FUMAÇA (SEM IMPACTO);RECIFE;PE;SBRF;REGULAR;FINALIZADA
82769;02/12/2023;PSAEJ;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82766;02/12/2023;PTTMO;INCIDENTE;COLISÃO COM AVE;VITÓRIA;ES;SBVT;REGULAR;FINALIZADA
82750;02/12/2023;PRTYQ;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82563;02/12/2023;PRJKA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;ARAÇATUBA;SP;SBAU;PRIVADA;FINALIZADA
82562;02/12/2023;PRIDC;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;ESPECIALIZADA;FINALIZADA
82561;02/12/2023;PUPAI;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR, OUTROS;ITUPEVA;SP;***;EXPERIMENTAL;FINALIZADA
82536;02/12/2023;PTXPD;INCIDENTE;COLISÃO COM AVE;BELÉM;PA;**NI;REGULAR;FINALIZADA
82838;01/12/2023;PRGYD;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82816;01/12/2023;PTBSU;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BOM SUCESSO;PR;***;PRIVADA;FINALIZADA
82815;01/12/2023;PRAKB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82767;01/12/2023;PRGYA;INCIDENTE;COLISÃO COM AVE;FOZ DO IGUAÇU;PR;SBFI;REGULAR;FINALIZADA
82761;01/12/2023;PRYRS;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82854;30/11/2023;PRATW;INCIDENTE;COLISÃO COM AVE;LONDRINA;PR;SBLO;REGULAR;FINALIZADA
82817;30/11/2023;PPPTQ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRESIDENTE PRUDENTE;SP;SBDN;REGULAR;FINALIZADA
82765;30/11/2023;PRMYX;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82760;30/11/2023;PRAXG;INCIDENTE;COLISÃO COM AVE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
82568;30/11/2023;PTUED;ACIDENTE;EXCURSÃO DE PISTA;PALMEIRA DAS MISSÕES;RS;SSPL;INSTRUÇÃO;ATIVA
82540;30/11/2023;PTFNA;ACIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DO MOTOR;IPIRANGA DO NORTE;MT;***;AGRÍCOLA;ATIVA
82837;29/11/2023;PRGUZ;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;REGULAR;FINALIZADA
82819;29/11/2023;PRGTH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82788;29/11/2023;PTXPJ;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82779;29/11/2023;PRYSF;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82759;29/11/2023;PRMHG;INCIDENTE;COLISÃO COM AVE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82757;29/11/2023;PRMYW;INCIDENTE;COLISÃO COM AVE;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82640;29/11/2023;PRAUH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
82599;29/11/2023;PRAIW;INCIDENTE;COLISÃO COM FAUNA;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82541;29/11/2023;PRETT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;SBNV;PRIVADA;FINALIZADA
82535;29/11/2023;PTXPE;INCIDENTE;COLISÃO COM AVE;FORTALEZA;CE;SBFZ;REGULAR;FINALIZADA
82529;29/11/2023;PTERY;INCIDENTE;COLISÃO NO SOLO;BELÉM;PA;SBBE;TÁXI AÉREO;FINALIZADA
82518;29/11/2023;PRVBL;INCIDENTE;CONTATO ANORMAL COM A PISTA;JOÃO PESSOA;PB;SBJP;REGULAR;FINALIZADA
82972;28/11/2023;PSAEM;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82884;28/11/2023;PRGUV;INCIDENTE;TURBULÊNCIA;SALVADOR;BA;SBSV;REGULAR;FINALIZADA
82833;28/11/2023;PRGUZ;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82820;28/11/2023;PSCND;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
82694;28/11/2023;PRMYC;INCIDENTE;COLISÃO COM AVE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
82693;28/11/2023;PRVBF;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82692;28/11/2023;PRAQE;INCIDENTE;COLISÃO COM AVE;CAMPINA GRANDE;PB;SBKG;REGULAR;FINALIZADA
82691;28/11/2023;PRYJF;INCIDENTE;COLISÃO COM AVE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
82512;28/11/2023;PSBSV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBMT;ESPECIALIZADA;FINALIZADA
82992;27/11/2023;PRYRH;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
82987;27/11/2023;PRYSG;INCIDENTE;COLISÃO COM AVE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
82886;27/11/2023;PRMBH;INCIDENTE;OPERAÇÕES NO SOLO;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
